level,question_id,question_text,question_code,question_type,difficulty,correct_answer,explanation,all_options,all_options_text,option_a_label,option_a_text,option_a_wrong_count,option_b_label,option_b_text,option_b_wrong_count,option_c_label,option_c_text,option_c_wrong_count,option_d_label,option_d_text,option_d_wrong_count,wrong_count,total_attempts,correct_count,wrong_rate,correct_rate,rank_in_level,most_wrong_option_value,most_wrong_option_label,most_wrong_option_text,most_wrong_option_count
2,1022,C++表达式(sqrt(N) * sqrt(N)) == N中的N如果为正整数，则表达式的值为true，相当于开平方后平方是本身。（ ）,,text,hard,B,因为浮点数计算存在精度问题，当N较大时，sqrt(N)可能无法精确表示，导致(sqrt(N) * sqrt(N))与N不完全相等，因此表达式不一定为true，故答案为B。,A: 正确 (错误51次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,51,B,错误,0,,,0,,,0,143,211,68,67.77,32.23,11,正确,正确,,64
2,1058,下面C++代码的相关说法中，正确的是( )。,"int tnt;
for (int i = 0; i < 10; i++)
    tnt += i;
cout << tnt;",code,medium,D,变量tnt未初始化，其初始值是随机的（垃圾值），因此累加结果不确定，输出值也不确定。,A: 上述代码执行后其输出相当于求1-10的和（包含10） (错误12次); B: 上述代码执行后其输出相当于求1-10的和（不包含10） (错误11次); C: 上述代码执行后其输出相当于求0-10的和（不包含10） (错误118次); D: 上述代码执行后将输出不确定的值 (错误0次),A: 上述代码执行后其输出相当于求1-10的和（包含10）; B: 上述代码执行后其输出相当于求1-10的和（不包含10）; C: 上述代码执行后其输出相当于求0-10的和（不包含10）; D: 上述代码执行后将输出不确定的值,A,上述代码执行后其输出相当于求1-10的和（包含10）,12,B,上述代码执行后其输出相当于求1-10的和（不包含10）,11,C,上述代码执行后其输出相当于求0-10的和（不包含10）,118,D,上述代码执行后将输出不确定的值,0,141,233,92,60.52,39.48,12,C,C,上述代码执行后其输出相当于求0-10的和（不包含10）,118
2,1306,下面C++代码执行后其输出是(  )。,"for (i = 1; i < 12; i++) {
    if (i % 2 == 0)
        continue;

    for (j = 0; j < i; j++)
        if (i * j % 2)
            break;
}
if (i >= 12)
    cout << (i * j);",code,hard,B,"外层循环i从1到11，奇数继续执行内层。内层j从0开始，i*j只有在i和j都为奇数时才为奇数。最后一次break发生在i=11,j=1时，判断i*j后立即跳出循环，j=1。最终i变为12，不再符合循环条件，退出循环，此时i=12。判断i>=12成立，输出i*j=12*1=12。",A: 110 (错误28次); B: 12 (错误0次); C: 不确定 (错误62次); D: 无输出 (错误50次),A: 110; B: 12; C: 不确定; D: 无输出,A,110,28,B,12,0,C,不确定,62,D,无输出,50,140,281,141,49.82,50.18,13,C,C,不确定,62
2,1384,假设下面C++代码执行过程中仅输入正负整数或0，有关说法错误的是（    ）。,"int N, Sum = 0;
cin >> N;
while (N){
    Sum += N;
    cin >> N;
}
cout << Sum;",code,medium,D,当前代码不会陷入死循环，输入0会退出循环。D选项说会陷入死循环并建议改为while(N==0)，这是错误的修改。,A: 执行上面代码如果输入0，将终止循环 (错误20次); B: 执行上面代码能实现所有非0整数的求和 (错误106次); C: 执行上面代码第一次输入0，最后将输出0 (错误14次); D: 执行上面代码将陷入死循环，可将while (N)改为while (N==0) (错误0次),A: 执行上面代码如果输入0，将终止循环; B: 执行上面代码能实现所有非0整数的求和; C: 执行上面代码第一次输入0，最后将输出0; D: 执行上面代码将陷入死循环，可将while (N)改为while (N==0),A,执行上面代码如果输入0，将终止循环,20,B,执行上面代码能实现所有非0整数的求和,106,C,执行上面代码第一次输入0，最后将输出0,14,D,执行上面代码将陷入死循环，可将while (N)改为while (N==0),0,140,238,98,58.82,41.18,14,B,B,执行上面代码能实现所有非0整数的求和,106
2,1305,下面的C++代码执行后其输出是(  )。,"cnt = 0;
for (int i = -10; i < 10; i++)
    for (int j = 0; j < i; j++)
        cnt += 1;
cout << cnt;",code,medium,D,当i <= 0时，内层循环条件j < i不成立（因为j从0开始），所以只在i=1到9时执行。对于每个i，j从0到i-1共i次。总和为1+2+...+9=45。,A: 145 (错误25次); B: 125 (错误24次); C: 55 (错误89次); D: 45 (错误0次),A: 145; B: 125; C: 55; D: 45,A,145,25,B,125,24,C,55,89,D,45,0,138,281,143,49.11,50.89,15,C,C,55,89
2,1461,有句俗话叫“三天打渔，两天晒网”。如果小杨前三天打渔，后两天晒网，一直重复这个过程，以下程序代码用于判断，第n天小杨是在打鱼还是晒网，横线处应填写？,"int n, i;
cin >> n;
i = n % 5;
if (__________________) // 在此处填写代码
    cout << ""晒网"";
else
    cout << ""打鱼"";",code,medium,D,"周期为5天，前3天打鱼（余数1,2,3），后2天晒网（余数4,0）。所以当i==0或i==4时晒网。",A: i == 0 (错误24次); B: i == 4 (错误16次); C: i == 0 && i == 4 (错误94次); D: i == 0 || i == 4 (错误0次),A: i == 0; B: i == 4; C: i == 0 && i == 4; D: i == 0 || i == 4,A,i == 0,24,B,i == 4,16,C,i == 0 && i == 4,94,D,i == 0 || i == 4,0,134,205,71,65.37,34.63,16,C,C,i == 0 && i == 4,94
2,1026,"下面的C++代码执行后将输出10行""OK""。（ ）","for (int i = 0; i < 5; i++)
    for (int j = 0; j < i; j++)
        printf(""OK\n"");",code,hard,A,解析：代码中第一个循环执行5次，第二个循环的次数由i决定。当i为0时，j不执行；i为1时，j执行1次；i为2时，j执行2次；i为3时，j执行3次；i为4时，j执行4次。总共有1+2+3+4=10次输出“OK”，因此代码执行后将输出10行“OK”。,A: 正确 (错误0次); B: 错误 (错误40次),A: 正确; B: 错误,A,正确,0,B,错误,40,,,0,,,0,132,211,79,62.56,37.44,17,正确,正确,,73
2,1105,IPv4版本的因特网总共有（ ）个A类地址网络。,,text,medium,C,IPv4的A类地址范围是从1.0.0.0到126.255.255.255，共126个网络地址，因此正确答案是126。,A: 65000 (错误72次); B: 200万 (错误34次); C: 126 (错误0次); D: 128 (错误24次),A: 65000; B: 200万; C: 126; D: 128,A,65000,72,B,200万,34,C,126,0,D,128,24,130,216,86,60.19,39.81,18,A,A,65000,72
2,1028,下面C++代码执行后将输出0123。（ ）,"for (i = 0; i < 5; i++)
    for (i = 0; i < i; i++)
        continue;
printf(""%d\n"", i);",code,hard,B,循环结构存在逻辑错误，外层循环变量i在内层循环中被重新赋值为0，导致外层循环条件无法满足，最终i的值不会达到5，因此输出结果不可能是0123，故答案为B。,A: 正确 (错误36次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,36,B,错误,0,,,0,,,0,128,211,83,60.66,39.34,19,错误,错误,,71
2,787,下⾯C++代码执⾏后输出是（ ）。,"int i;
for(i = 1; i < 10; i++){
    if(i % 3 != 0){
        printf(""A#"");
        continue;
    }
    else
        break;
    printf(""0#"");
}
if(i == 10) cout << ""1"";",code,medium,A,循环在 i = 3 时满足 i % 3 == 0，break 会执行，输出为 A#A#。,A: A#A# (错误0次); B: A#0#A#0 (错误27次); C: A#A#1 (错误36次); D: A#0#A#0#1 (错误64次),A: A#A#; B: A#0#A#0; C: A#A#1; D: A#0#A#0#1,A,A#A#,0,B,A#0#A#0,27,C,A#A#1,36,D,A#0#A#0#1,64,127,295,168,43.05,56.95,20,D,D,A#0#A#0#1,64
2,1116,下面的C++代码用于输入学生成绩，并根据人数计算出平均成绩，有关说法错误的是（ ）。,"float Sum = 0; // 保存总成绩
int cnt = 0; // 保存学生人数
while (1) {
    int score;
    cin >> score;
    if (score < 0)
        break;
    cnt += 1;
    Sum += score;
}
cout << ""总学生数："" << cnt << ""平均分："" << Sum/cnt;",code,hard,A,while(1)是常见无限循环写法，在配合break使用时合法且常用。其他选项分析：B正确（负数终止）；C正确（小数输入会被截断）；D正确（score每次输入覆盖，无需初始化）。故A说法错误。,A: 代码while (1)写法错误 (错误0次); B: 如果输入负数，将结束输入，并正确输出 (错误62次); C: 如果输入的学生成绩含有小数，程序将无法正常执行 (错误35次); D: 变量int score初始值不确定，但不影响程序执行 (错误29次),A: 代码while (1)写法错误; B: 如果输入负数，将结束输入，并正确输出; C: 如果输入的学生成绩含有小数，程序将无法正常执行; D: 变量int score初始值不确定，但不影响程序执行,A,代码while (1)写法错误,0,B,如果输入负数，将结束输入，并正确输出,62,C,如果输入的学生成绩含有小数，程序将无法正常执行,35,D,变量int score初始值不确定，但不影响程序执行,29,126,216,90,58.33,41.67,21,B,B,如果输入负数，将结束输入，并正确输出,62
2,1059,下面C++代码执行后输出是（ ）。,"int i;

for (i = 1; i < 10; i++)
    if (i % 2)
        continue;
    else
        break;

cout << i;",code,medium,B,当i=1时，i%2为真，执行continue跳过后续；i=2时，i%2为0，进入else分支并执行break跳出循环，此时i=2，输出2。,A: 1 (错误36次); B: 2 (错误0次); C: 9 (错误83次); D: 10 (错误6次),A: 1; B: 2; C: 9; D: 10,A,1,36,B,2,0,C,9,83,D,10,6,125,233,108,53.65,46.35,24,C,C,9,83
2,1021,"C++语句cout << ((10 <= N <= 12)? ""true"":""false"")中，假设整型变量N为12，则其输出为 true。原因是执行10 <= N后其值为true，true与12相比仍然是true。( )",,text,hard,A,解析：当N为12时，10 <= N的结果为true，而true在C++中被当作1处理，因此true <= 12仍为true，故输出为true。因此选项A正确。,A: 正确 (错误0次); B: 错误 (错误33次),A: 正确; B: 错误,A,正确,0,B,错误,33,,,0,,,0,125,211,86,59.24,40.76,22,正确,正确,,65
2,1024,下面C++代码执行后将输出10。（ ）,"int i;
for (i = 0; i < 10; i++)
    continue;
cout << i << endl;",code,medium,A,循环执行10次，每次循环都执行`continue`语句，跳过循环体，直接进入下一次循环。循环结束后，变量`i`的值为10，因此输出`i`的结果是10，所以答案是正确的。,A: 正确 (错误0次); B: 错误 (错误33次),A: 正确; B: 错误,A,正确,0,B,错误,33,,,0,,,0,125,211,86,59.24,40.76,23,正确,正确,,73
2,1027,将下面C++代码中的for循环中的i = 1调整为i = 0的输出结果相同。（ ）,"int tnt = 0;
for (int i = 1; i < 5; i++) // i=1
    tnt += i;
cout << tnt;",code,medium,A,"将i初始化为0后，循环执行次数不变，仍为4次（i=0,1,2,3），总和为0+1+2+3=6，与原代码i=1时的1+2+3+4=10不同。因此，输出结果不同，答案应为B。但题目中给出的答案是A，说明题目的设定存在错误。",A: 正确 (错误0次); B: 错误 (错误32次),A: 正确; B: 错误,A,正确,0,B,错误,32,,,0,,,0,124,211,87,58.77,41.23,25,正确,正确,,57
2,1065,在数学中N!表示N的阶乘，即1到N的乘积，如3!=1*2*3。下面的C++用于求1-N的阶乘之和，如N为3，则是1!+2!+3!。下面代码段补充选项后用于实现上述功能，其中不能实现阶乘和的选项是（ ）。,"int N;

cin >> N;

int tnt = 0, nowNum = 1; //tnt保存求和之值，当前N的阶乘

for (int i = 1; i < N + 1; i++) {
    ______________ // 基于上一个计算出当前数的阶乘
    ______________ // 从1到i每个数阶乘之和
}

cout << tnt;",code,hard,D,选项D中nowNum = nowNum + i是加法而非乘法，无法计算阶乘；tnt *= nowNum是乘法而非累加，不能求和。因此完全错误。,"A: nowNum *= i;
tnt += nowNum; (错误25次); B: nowNum = nowNum * i;
tnt = tnt + nowNum; (错误59次); C: nowNum *= i;
tnt = nowNum + tnt; (错误39次); D: nowNum = nowNum + i;
tnt *= nowNum; (错误0次)","A: nowNum *= i;
tnt += nowNum;; B: nowNum = nowNum * i;
tnt = tnt + nowNum;; C: nowNum *= i;
tnt = nowNum + tnt;; D: nowNum = nowNum + i;
tnt *= nowNum;",A,"nowNum *= i;
tnt += nowNum;",25,B,"nowNum = nowNum * i;
tnt = tnt + nowNum;",59,C,"nowNum *= i;
tnt = nowNum + tnt;",39,D,"nowNum = nowNum + i;
tnt *= nowNum;",0,123,233,110,52.79,47.21,26,B,B,"nowNum = nowNum * i;
tnt = tnt + nowNum;",59
2,791,判断⼀个数是否为⾃守数。⾃守数的定义是如果⼀个数的平⽅其尾数与该数相同，则为⾃守数，如25的平⽅是625，其尾数是25，所以25是⾃守数。相关说法错误的是（ ）。,"int N, N1, M1;
cout << ""输入一个正整数："";
cin >> N;
N1 = N, M1 = N * N;

bool Flag = true;

while (N1 > 0){
    if (N1 % 10 != M1 % 10){
        Flag = false;
        break;
    }
    else{
        N1 = N1 / 10, M1 = M1 / 10;
    }
}

if (Flag == true)
    printf(""%d的平方是%d,是自守数"", N, N * N);
else
    printf(""%d的平方是%d,不是自守数"", N, N * N);",code,hard,D,D选项错误的原因是，将条件`N1 > 0`改为`N > 0`后，循环的判断逻辑发生了变化。原代码通过不断去除`N1`和`M1`的个位数来比较两者的尾数，而`N`始终未被修改，导致循环可能无法正确结束或比较错误，因此效果不同。,"A: 如果Flag在循环中不被改为false，则说明该数是⾃守数 (错误30次); B: 代码if (N1 % 10 != M1 % 10)⽤于判断其个位数是否相等，如果不等，则表明不是⾃守数 (错误68次); C: 代码N1 = N1 / 10, M1 = M1 / 10将个位数去掉 (错误24次); D: 将N1 > 0改为N > 0效果相同 (错误0次)","A: 如果Flag在循环中不被改为false，则说明该数是⾃守数; B: 代码if (N1 % 10 != M1 % 10)⽤于判断其个位数是否相等，如果不等，则表明不是⾃守数; C: 代码N1 = N1 / 10, M1 = M1 / 10将个位数去掉; D: 将N1 > 0改为N > 0效果相同",A,如果Flag在循环中不被改为false，则说明该数是⾃守数,30,B,代码if (N1 % 10 != M1 % 10)⽤于判断其个位数是否相等，如果不等，则表明不是⾃守数,68,C,"代码N1 = N1 / 10, M1 = M1 / 10将个位数去掉",24,D,将N1 > 0改为N > 0效果相同,0,122,295,173,41.36,58.64,27,B,B,代码if (N1 % 10 != M1 % 10)⽤于判断其个位数是否相等，如果不等，则表明不是⾃守数,68
2,1109,假定变量a和b可能是整型、字符型或浮点型，则下面C++代码执行时先后输入-2和3.14后，其输出不可能是( )。[已知字符'+'、'-'、'='的ASCII码值分别是43、45和61],"cin >> a;
cin >> b;
cout << (a + b);",code,hard,D,若a为int，b为double，则a+b=-2+3.14=1.14；若a为char('-')，b为double，则a+b=45+3.14=48.14≈48；但不会触发异常，因为类型不匹配在编译时报错而非运行时异常。因此D项‘将触发异常’是不可能的情况。,A: 1 (错误42次); B: 1.14 (错误42次); C: 47 (错误38次); D: 将触发异常 (错误0次),A: 1; B: 1.14; C: 47; D: 将触发异常,A,1,42,B,1.14,42,C,47,38,D,将触发异常,0,122,216,94,56.48,43.52,28,B,B,1.14,42
2,1114,下图是C++程序执行后的输出。为实现其功能，横线处应填入代码是（ ）。,"7
1
2 3
3 4 5
4 5 6 7
5 6 7 8 9
6 7 8 9 10 11
7 8 9 10 11 12 13

//////////////////////////////

int lineNum;
cin >> lineNum;
for (int i = 1; i < lineNum + 1; i++) {
    for (int __________________)
        cout << j << "" "";
    cout << endl;
}",code,hard,C,观察输出：第i行有i个数，起始为i，结束为2*i-1。例如第3行：3 4 5 → j从i到i*2-1。选项C: j=i; j<i*2; j++ 正确。,A: j = i; j < i; j++ (错误60次); B: j = 1; j < i; j++ (错误56次); C: j = i; j < i*2; j++ (错误0次); D: j = i+1; j < i+i; j++ (错误6次),A: j = i; j < i; j++; B: j = 1; j < i; j++; C: j = i; j < i*2; j++; D: j = i+1; j < i+i; j++,A,j = i; j < i; j++,60,B,j = 1; j < i; j++,56,C,j = i; j < i*2; j++,0,D,j = i+1; j < i+i; j++,6,122,216,94,56.48,43.52,29,A,A,j = i; j < i; j++,60
2,1458,下面C++代码执行后的输出是？,"int s, t, ans;
s = 2, t = 10;
ans = 0;
while (s != t) {
    if (t % 2 == 0 && t / 2 >= s)
        t /= 2;
    else
        t -= 1;
    ans += 1;
}
cout << ans;",code,hard,B,模拟过程：10→5→4→2，共3步：10/2=5，5-1=4，4/2=2 → ans=3。,A: 2 (错误28次); B: 3 (错误0次); C: 4 (错误68次); D: 5 (错误24次),A: 2; B: 3; C: 4; D: 5,A,2,28,B,3,0,C,4,68,D,5,24,120,205,85,58.54,41.46,30,C,C,4,68
2,789,下⾯C++代码执⾏后，将输出不能被3整除且除以5余数为2的数。下列选项不能实现的是（ ）。,"int i,j;
for(i = 0; i < 100; i++)
    if(______________________)
        cout << i << endl;",code,medium,D,!(i % 3) && (i % 5 == 2) 表示 i 能被3整除且除以5余数为2，这与题目要求相反，因此不能实现。,A: (i % 3 != 0) && (i % 5 == 2) (错误49次); B: (i % 3) && (i % 5 == 2) (错误42次); C: (i % 3) && !(i % 5 != 2) (错误28次); D: !(i % 3) && (i % 5 == 2) (错误0次),A: (i % 3 != 0) && (i % 5 == 2); B: (i % 3) && (i % 5 == 2); C: (i % 3) && !(i % 5 != 2); D: !(i % 3) && (i % 5 == 2),A,(i % 3 != 0) && (i % 5 == 2),49,B,(i % 3) && (i % 5 == 2),42,C,(i % 3) && !(i % 5 != 2),28,D,!(i % 3) && (i % 5 == 2),0,119,295,176,40.34,59.66,31,A,A,(i % 3 != 0) && (i % 5 == 2),49
2,1020,在C++代码中，假设N为正整数，则N - N / 10 * 10与N % 10都将获得N的个位数。( ),,text,easy,A,解析：N - N / 10 * 10与N % 10都能正确提取N的个位数，因为两者在数学上等价，均能消除十位及更高位的影响，只保留个位数值。因此该说法正确。,A: 正确 (错误0次); B: 错误 (错误26次),A: 正确; B: 错误,A,正确,0,B,错误,26,,,0,,,0,118,211,93,55.92,44.08,32,错误,错误,,50
2,1460,以下C++代码判断一个正整数N的各个数位是否都是偶数。如果都是，则输出“是”，否则输出“否”。例如 N=2024时输出“是”。则横线处应填入（ ）。,"int N, Flag;
cin >> N;
Flag = true;
while (N != 0) {
    if (N % 2 != 0) {
        Flag = false;
        _____________
    }
    else
        N /= 10;
}
if (Flag == true)
    cout << ""是"";
else
    cout << ""否"";",code,medium,A,一旦发现奇数位，设置Flag=false后应立即跳出循环，避免继续处理，提高效率。因此应填break。,A: break (错误0次); B: continue (错误16次); C: N = N / 10 (错误69次); D: N = N % 10 (错误33次),A: break; B: continue; C: N = N / 10; D: N = N % 10,A,break,0,B,continue,16,C,N = N / 10,69,D,N = N % 10,33,118,205,87,57.56,42.44,33,C,C,N = N / 10,69
