level,question_id,question_text,question_code,question_type,difficulty,correct_answer,explanation,all_options,all_options_text,option_a_label,option_a_text,option_a_wrong_count,option_b_label,option_b_text,option_b_wrong_count,option_c_label,option_c_text,option_c_wrong_count,option_d_label,option_d_text,option_d_wrong_count,wrong_count,total_attempts,correct_count,wrong_rate,correct_rate,rank_in_level,most_wrong_option_value,most_wrong_option_label,most_wrong_option_text,most_wrong_option_count
4,951,在 C++ 中，如果没有捕获到异常（没有匹配的 catch 块），程序会继续执行而不会终止。,,text,medium,B,如果没有捕获到异常，程序会调用 terminate 函数并终止执行。,A: 正确 (错误27次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,27,B,错误,0,,,0,,,0,27,37,10,72.97,27.03,9,A,A,正确,27
4,1526,下列代码中，输出结果是（ ）,"#include <iostream>
using namespace std;
int func(int x, int y){
    int a = x, b = y;
    int t;
    t = a;
    a = b;
    b = t;
    cout << a << "" "" << b << "" "";
}
int main() {
    int c, d;
    int a = 12, b = 24;
    cout << a << "" "" << b << "" "";
    swap(a, b);
    cout << a << "" "" << b << endl;
    return 0;
}",code,medium,B,程序先输出a和b的初始值12和24，然后交换a和b的值，再输出交换后的a和b，即24和12。因此输出为：12 24 24 12。,A: 12  24  24  12 (错误26次); B: 24  12  12  24 (错误0次); C: 12  12  24  24 (错误0次); D: 24  24  12  12 (错误1次),A: 12  24  24  12; B: 24  12  12  24; C: 12  12  24  24; D: 24  24  12  12,A,12  24  24  12,26,B,24  12  12  24,0,C,12  12  24  24,0,D,24  24  12  12,1,27,37,10,72.97,27.03,12,A,A,12  24  24  12,26
4,952,以下代码用递推法求斐波那契数列的第 n 项，时间复杂度为指数级。,"int fibonacci(int n) {
    if (n == 0) return 0;
    if (n == 1) return 1;

    int f0 = 0; // F(0)
    int f1 = 1; // F(1)
    int current;

    for (int i = 2; i <= n; i++) {
        current = f0 + f1; // F(n) = F(n-1) + F(n-2)
        f0 = f1;
        f1 = current;
    }

    return current;
}",code,medium,B,该代码使用递推法计算斐波那契数列，时间复杂度为 O(n)，而不是指数级。,A: 正确 (错误26次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,26,B,错误,0,,,0,,,0,26,62,36,41.94,58.06,13,A,A,正确,26
4,1329,下面程序运行的结果是（   ）。,"void increaseA(int x) {
    x++;
}
void increaseB(int* p) {
    (*p)++;
}
int main() {
    int a = 5;
    increaseA(a);
    cout << a << "" "";
    increaseB(&a);
    cout << a;
}",code,medium,C,"increaseA(int x)采用值传递：形参x是实参a的副本，修改x++仅改变副本，不影响原变量a（a仍为 5）。
increaseB(int* p)采用指针传递：形参p指向a的地址，(*p)++直接修改p指向的变量（即a），a变为 6。
主函数中a = 5，调用increaseA(a)后a仍为 5，调用increaseB(&a)后a变为 6，输出 “5 6”。",A: 6 7 (错误18次); B: 6 6 (错误8次); C: 5 6 (错误0次); D: 5 5 (错误0次),A: 6 7; B: 6 6; C: 5 6; D: 5 5,A,6 7,18,B,6 6,8,C,5 6,0,D,5 5,0,26,59,33,44.07,55.93,14,A,A,6 7,18
4,1530,如果下列程序输出的地址是0x6ffe00，则cout<<a+1<<endl;输出的是（）,"#include <iostream>
using namespace std;
int main() {
    int a[2][3] = {0};
    cout << a << endl;
    return 0;
}",code,medium,B,由于a是二维数组的首地址，代表第0行的地址，a+1指向第1行的起始地址。每行有3个int元素，每个int占4字节，因此一行占用12字节（即0xC）。起始地址0x6ffe00加上12字节后为0x6ffe0C，故a+1输出0x6ffe0C，选项B正确。,A: 0x6ffe04 (错误17次); B: 0x6ffe0C (错误0次); C: 0x6ffe08 (错误5次); D: 0x6ffe00 (错误4次),A: 0x6ffe04; B: 0x6ffe0C; C: 0x6ffe08; D: 0x6ffe00,A,0x6ffe04,17,B,0x6ffe0C,0,C,0x6ffe08,5,D,0x6ffe00,4,26,37,11,70.27,29.73,15,A,A,0x6ffe04,17
4,943,运行下面的代码，屏幕上将输出（ ）。,"#include <iostream>
using namespace std;

int divide(int a, int b) {
    if (b == 0) {
        throw runtime_error(""division by zero error "");
    }
    return a / b;
}

int main() {
    int x = 10;
    int y = 0; // 设为 0 会导致除零错误

    try {
        int result = divide(x, y);
        cout << ""result: "" << result << endl;
    } catch (const runtime_error& e) {
        cout << ""caught an exception: "" << e.what() << endl;
    }

    return 0;
}",code,medium,C,代码中y设为0，调用divide函数时会抛出异常。在try块中捕获到该异常后，输出“caught an exception: ”，接着输出异常信息“division by zero error ”。因此，正确输出是“caught an exception: division by zero error”。,A: division by zero error result: caught an exception: (错误18次); B: result: caught an exception: division by zero error (错误5次); C: caught an exception: division by zero error (错误0次); D: division by zero error caught an exception: division by zero error (错误2次),A: division by zero error result: caught an exception:; B: result: caught an exception: division by zero error; C: caught an exception: division by zero error; D: division by zero error caught an exception: division by zero error,A,division by zero error result: caught an exception:,18,B,result: caught an exception: division by zero error,5,C,caught an exception: division by zero error,0,D,division by zero error caught an exception: division by zero error,2,25,37,12,67.57,32.43,16,A,A,division by zero error result: caught an exception:,18
4,950,插入排序的时间复杂度总是比冒泡排序低。,,text,hard,B,虽然插入排序在某些情况下比冒泡排序快，但在最坏情况下两者的复杂度都是 O(n^2)，因此不能说插入排序的时间复杂度总是比冒泡排序低。,A: 正确 (错误24次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,24,B,错误,0,,,0,,,0,24,62,38,38.71,61.29,18,A,A,正确,24
4,1338,关于异常处理，以下说法错误的是（   ）。,,text,medium,D,并非所有异常都必须被捕获。未捕获的异常会导致程序终止，但C++允许异常不被捕获。throw语句抛出异常，try-catch可捕获多个类型。,A: try 块中的代码可能会抛出异常 (错误13次); B: catch 块可以有多个，处理不同类型的异常 (错误4次); C: throw 语句用于抛出异常 (错误7次); D: 所有异常都必须被捕获，否则程序会崩溃 (错误0次),A: try 块中的代码可能会抛出异常; B: catch 块可以有多个，处理不同类型的异常; C: throw 语句用于抛出异常; D: 所有异常都必须被捕获，否则程序会崩溃,A,try 块中的代码可能会抛出异常,13,B,catch 块可以有多个，处理不同类型的异常,4,C,throw 语句用于抛出异常,7,D,所有异常都必须被捕获，否则程序会崩溃,0,24,59,35,40.68,59.32,19,A,A,try 块中的代码可能会抛出异常,13
4,936,一个二维数组定义为 int arr[3][4];（假设一个int变量占4个字节），则int arr[0]占用（ ）个字节的内存。,,text,medium,D,二维数组 arr[3][4] 表示有 3 行，每行有 4 个 int 类型元素。arr[0] 表示第 0 行，包含 4 个 int 类型元素，每个 int 占用 4 个字节，所以总共占用 4 * 4 = 16 个字节。,A: 3 (错误12次); B: 4 (错误12次); C: 12 (错误0次); D: 16 (错误0次),A: 3; B: 4; C: 12; D: 16,A,3,12,B,4,12,C,12,0,D,16,0,24,37,13,64.86,35.14,17,B,B,4,12
4,1529,假设变量a的地址是0x6ffe14，下面程序的输出是（  ）。,"#include <iostream>
using namespace std;

int main() {
    int *p;
    int a = 10;
    p = &a;
    p++;
    cout << p << endl;
}",code,hard,D,由于变量a的地址是0x6ffe14，指针p指向int类型，p++会使地址增加一个int的大小（通常为4字节）。因此，p从0x6ffe14增加4，变为0x6ffe18。最终输出p的值为0x6ffe18，故D正确。,A: 10 (错误5次); B: 0x6ffe14 (错误9次); C: 0x6ffe15 (错误9次); D: 0x6ffe18 (错误0次),A: 10; B: 0x6ffe14; C: 0x6ffe15; D: 0x6ffe18,A,10,5,B,0x6ffe14,9,C,0x6ffe15,9,D,0x6ffe18,0,23,37,14,62.16,37.84,21,C,C,0x6ffe15,9
4,834,下面的描述中，（ ）不能正确定义一个名为Student的结构体以及一个包含20个元素的结构数组。,"struct Student {
    string name;
    int age;
    float score;
};
struct Student students[20];",text,hard,D,选项D中 `Student students = new Student[20];` 语法错误，应使用指针接收动态数组。正确应为 `Student* students = new Student[20];`。,"A: struct Student {
    string name;
    int age;
    float score;
};
struct Student students[20]; (错误15次); B: struct Student {
    string name;
    int age;
    float score;
};
Student students[20]; (错误5次); C: struct Student {
    string name;
    int age;
    float score;
};
Student* students = new Student[20]; (错误3次); D: struct Student {
    string name;
    int age;
    float score;
};
Student students = new Student[20]; (错误0次)","A: struct Student {
    string name;
    int age;
    float score;
};
struct Student students[20];; B: struct Student {
    string name;
    int age;
    float score;
};
Student students[20];; C: struct Student {
    string name;
    int age;
    float score;
};
Student* students = new Student[20];; D: struct Student {
    string name;
    int age;
    float score;
};
Student students = new Student[20];",A,"struct Student {
    string name;
    int age;
    float score;
};
struct Student students[20];",15,B,"struct Student {
    string name;
    int age;
    float score;
};
Student students[20];",5,C,"struct Student {
    string name;
    int age;
    float score;
};
Student* students = new Student[20];",3,D,"struct Student {
    string name;
    int age;
    float score;
};
Student students = new Student[20];",0,23,34,11,67.65,32.35,20,A,A,"struct Student {
    string name;
    int age;
    float score;
};
struct Student students[20];",15
4,938,在排序算法中，稳定性指的是（ ）。,,text,easy,B,排序算法的稳定性是指排序后相同元素的相对顺序保持不变。选项 B 正确描述了排序算法的稳定性。,A: 排序后数据不会丢失 (错误15次); B: 排序后相同元素的相对顺序保持不变 (错误0次); C: 排序后数据不会被修改 (错误2次); D: 排序后数据的时间复杂度不变 (错误5次),A: 排序后数据不会丢失; B: 排序后相同元素的相对顺序保持不变; C: 排序后数据不会被修改; D: 排序后数据的时间复杂度不变,A,排序后数据不会丢失,15,B,排序后相同元素的相对顺序保持不变,0,C,排序后数据不会被修改,2,D,排序后数据的时间复杂度不变,5,22,62,40,35.48,64.52,22,A,A,排序后数据不会丢失,15
4,1337,假设有一个班级的成绩单，存储在一个长度为 n 的数组 scores 中，每个元素是一个学生的分数。老师想要找出所有满足 scores[i] + scores[j] + scores[k] == 300 的三元组，其中 i < j < k。下面代码实现该功能，请问其时间复杂度是（   ）。,"int cnt = 0;
for (int i = 0; i < n; i++) {
    for (int j = i + 1; j < n; j++) {
        for (int k = j + 1; k < n; k++) {
            if (scores[i] + scores[j] + scores[k] == 300) {
                cnt++;
            }
        }
    }
}",code,hard,C,"代码嵌套三层循环：
外层循环i：遍历 n 次（0 到 n-1）。
中层循环j：对每个i，遍历 n-i-1 次（平均约 n/2 次）。
内层循环k：对每个j，遍历 n-j-1 次（平均约 n/2 次）。
总操作次数约为 n × (n/2) × (n/2) = n³/4，忽略常数系数后，时间复杂度为 O (n³)。
",A: O(n) (错误10次); B: O(n²) (错误8次); C: O(n³) (错误0次); D: O(2ⁿ) (错误4次),A: O(n); B: O(n²); C: O(n³); D: O(2ⁿ),A,O(n),10,B,O(n²),8,C,O(n³),0,D,O(2ⁿ),4,22,59,37,37.29,62.71,23,A,A,O(n),10
4,1343,下面代码将二维数组arr传递给函数f，函数内部用arr[i][j]访问元素，函数参数声明为int arr[][4]是错误的。,"void f(int arr[][4], int rows) {
    // 访问 arr[i][j]
}

int main() {
    int arr[3][4] = { /* 初始化 */ };
    f(arr, 3);
}",code,medium,错误,函数参数int arr[][4]合法。二维数组作为函数参数时，第一维的大小可省略（因函数只需知道 “每行有多少个元素” 即可计算地址），第二维大小必须指定（如int arr[][4]表示每行 4 个元素）。main函数中arr[3][4]与参数int arr[][4]匹配，可通过arr[i][j]正常访问元素，因此 “错误” 的说法不正确。,A: 正确 (错误21次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,0,B,错误,0,,,0,,,0,21,59,38,35.59,64.41,26,正确,A,正确,21
4,947,二维数组的行的大小必须在定义时确定，列的大小可以动态变化。,,text,medium,B,二维数组的行和列的大小在定义时都需要确定，无法动态变化。,A: 正确 (错误21次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,21,B,错误,0,,,0,,,0,21,37,16,56.76,43.24,25,A,A,正确,21
4,835,"假定整型是32位，对一个2行3列的二维整数数组array,假设数组第一个元素在内存中的地址为0x7ffee4065820，则第2行第2个元素的地址&array[1][1]为（ ）。","int array[2][3] = {
    {0, 1, 2},
    {3, 4, 5}
};",code,hard,D,每个整型占4字节，数组第1行的3个元素占据0x7ffee4065820至0x7ffee406582c。第2行第1个元素从0x7ffee4065830开始，第2个元素则在该地址后加4字节，即0x7ffee4065830。因此，&array[1][1]的地址为D选项。,A: 0x7ffee4065824 (错误11次); B: 0x7ffee4065828 (错误3次); C: 0x7ffee406582c (错误7次); D: 0x7ffee4065830 (错误0次),A: 0x7ffee4065824; B: 0x7ffee4065828; C: 0x7ffee406582c; D: 0x7ffee4065830,A,0x7ffee4065824,11,B,0x7ffee4065828,3,C,0x7ffee406582c,7,D,0x7ffee4065830,0,21,34,13,61.76,38.24,24,A,A,0x7ffee4065824,11
4,1339,以下代码能正确初始化指针。,"int a = 5;
int *p = a;",code,easy,错误,"int* p = a;
直接将a（值为 5）赋值给指针p，会将 5 作为地址（非法内存地址），导致编译警告或运行错误。
指针p需存储变量的地址，应改为int* p = &a;（&a是a的地址）。",A: 正确 (错误16次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,3,B,错误,1,,,0,,,0,20,59,39,33.90,66.10,30,正确,A,正确,16
4,1347,以下代码只能捕获int类型异常。,"int main() {
    try {
        throw 42; 
    } catch (...) {
        cout << ""Caught"" << endl;
    }
    return 0;
}",code,medium,错误,该代码使用 `catch(...)` 捕获所有类型的异常，而不仅限于 int 类型。虽然抛出的是 int 类型异常（`throw 42;`），但 `catch(...)` 是一个通用捕获块，能捕获任何类型异常，因此说它“只能捕获 int 类型异常”是错误的。故正确答案为“错误”。,A: 正确 (错误20次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,0,B,错误,0,,,0,,,0,20,59,39,33.90,66.10,31,正确,A,正确,20
4,905,下面的函数接收一个3行4列的二维数组并输出其中元素，则横线上不能填写（ ）。,"void printArray(________) {
    for (int i = 0; i < 3; ++i)
        for (int j = 0; j < 4; ++j)
            std::cout << arr[i][j] << "" "";
}",code,easy,D,D选项使用`int** arr`作为参数，无法正确访问二维数组的元素。因为`int**`指向的是指针数组，而原函数中`arr[i][j]`需要的是连续内存布局的二维数组，D无法保证这种结构，导致访问错误。其他选项均能正确传递3行4列的二维数组。,A: int arr[3][4] (错误11次); B: int arr[][4] (错误5次); C: int (*arr)[4] (错误4次); D: int** arr (错误0次),A: int arr[3][4]; B: int arr[][4]; C: int (*arr)[4]; D: int** arr,A,int arr[3][4],11,B,int arr[][4],5,C,int (*arr)[4],4,D,int** arr,0,20,37,17,54.05,45.95,28,A,A,int arr[3][4],11
4,946,指针的大小与其所指向的变量的数据类型的大小相同。,,text,medium,B,指针的大小并不取决于它所指向的变量的数据类型，而是由系统架构决定的。例如，在32位系统中，指针通常为4字节，在64位系统中为8字节。无论指针指向的是整型、浮点型还是其他类型，其大小保持不变。因此，题目中的说法是错误的。,A: 正确 (错误20次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,20,B,错误,0,,,0,,,0,20,37,17,54.05,45.95,29,A,A,正确,20
4,832,运行下面代码，屏幕上输出是（ ）。,"double* p_arr = new double[3];
p_arr[0] = 0.2;
p_arr[1] = 0.5;
p_arr[2] = 0.8;
p_arr += 1;
cout << p_arr[0] << endl;
p_arr -= 1;
delete p_arr;",code,hard,B,解析：p_arr初始指向数组第一个元素，执行p_arr += 1后，指针指向第二个元素0.5，输出p_arr[0]即为0.5。之后p_arr -= 1恢复原位置，delete操作正确释放内存。因此输出结果为0.5，选项B正确。,A: 0.2 (错误9次); B: 0.5 (错误0次); C: 1.2 (错误11次); D: 1.5 (错误0次),A: 0.2; B: 0.5; C: 1.2; D: 1.5,A,0.2,9,B,0.5,0,C,1.2,11,D,1.5,0,20,34,14,58.82,41.18,27,C,C,1.2,11
4,949,选择排序是稳定的排序算法。,,text,medium,B,选择排序不是稳定的排序算法，因为在交换元素时可能会改变相同元素的相对顺序。,A: 正确 (错误19次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,19,B,错误,0,,,0,,,0,19,62,43,30.65,69.35,33,A,A,正确,19
4,1334,下面程序实现插入排序（升序排序），则横线上应分别填写（   ）。,"void insertionSort(int arr[], int n) {
    for (int i = 1; i < n; i++) {
        int key = arr[i];
        int j = i - 1;
        while ( j >= 0 && ____________________ ) { // 在此处填入代码
            arr[j + 1] = arr[j];
            j--;
        }
        ____________________; // 在此处填入代码
    }
}",code,hard,A,"插入排序中，当当前元素key小于前面的arr[j]时需要后移；最后将key放入正确位置arr[j+1]。插入排序（升序）核心逻辑：
外层循环：从i = 1开始（默认i=0为已排序区间），取key = nums[i]（待插入元素）。
内层循环：从j = i-1开始，向前比较，若nums[j] > key（已排序元素比待插入元素大），则将nums[j]后移（nums[j+1] = nums[j]），直到j < 0或nums[j] <= key。
插入：将key放入最终位置nums[j+1]。
第一个空（条件）：j >= 0 && nums[j] > key（满足时继续后移元素）；第二个空（操作）：nums[j+1] = key（插入待排序元素）。","A: arr[j] > key
arr[j + 1] = key (错误0次); B: arr[j] < key
arr[j + 1] = key (错误3次); C: arr[j] > key
arr[j] = key (错误13次); D: arr[j] < key
arr[j] = key (错误3次)","A: arr[j] > key
arr[j + 1] = key; B: arr[j] < key
arr[j + 1] = key; C: arr[j] > key
arr[j] = key; D: arr[j] < key
arr[j] = key",A,"arr[j] > key
arr[j + 1] = key",0,B,"arr[j] < key
arr[j + 1] = key",3,C,"arr[j] > key
arr[j] = key",13,D,"arr[j] < key
arr[j] = key",3,19,59,40,32.20,67.80,34,C,C,"arr[j] > key
arr[j] = key",13
