level,question_id,question_text,question_code,question_type,difficulty,correct_answer,explanation,all_options,all_options_text,option_a_label,option_a_text,option_a_wrong_count,option_b_label,option_b_text,option_b_wrong_count,option_c_label,option_c_text,option_c_wrong_count,option_d_label,option_d_text,option_d_wrong_count,wrong_count,total_attempts,correct_count,wrong_rate,correct_rate,rank_in_level,most_wrong_option_value,most_wrong_option_label,most_wrong_option_text,most_wrong_option_count
1,1223,下列C++代码用于求斐波那契数列，即第1个数为0，第2个数为1，从第三个数开始，依次是其前两个数之和。如果输入的值为大于1的正整数，该代码能实现所求。（  ）,"cin >> n;
a = 0, b = 1;
for (int j = 0; j < n; j++){
    cout << a << "" "";
    b = b + a;
    a = b - a;
}",code,hard,A,该算法正确实现了斐波那契数列：每次输出a，更新b=a+b，再更新a为旧的b值（通过a=b-a恢复），逻辑正确。,A: 正确 (错误0次); B: 错误 (错误342次),A: 正确; B: 错误,A,正确,0,B,错误,342,,,0,,,0,342,823,481,41.56,58.44,14,B,B,错误,342
1,1351,在C++中，假设N为正整数，则表达式cout << (N % 3 + N % 7)可能输出的最大值是(  )。,,text,medium,B,N%3最大为2，N%7最大为6，所以和最大为8。当N≡2(mod3)且N≡6(mod7)时取得，例如N=20。,A: 6 (错误154次); B: 8 (错误0次); C: 9 (错误99次); D: 10 (错误88次),A: 6; B: 8; C: 9; D: 10,A,6,154,B,8,0,C,9,99,D,10,88,341,752,411,45.35,54.65,15,A,A,6,154
1,1215,执行C++表达式10 % 0.5将报错，因为 0.5 所在位置只能是整数。(   ),,text,medium,A,取模运算符%要求两个操作数都为整型，浮点数不能参与%，因此会编译错误。,A: 正确 (错误0次); B: 错误 (错误339次),A: 正确; B: 错误,A,正确,0,B,错误,339,,,0,,,0,339,823,484,41.19,58.81,16,B,B,错误,339
1,1366,定义C++的float型变量N，则语句cin >> N; cout << int(float(N))可以输入正负整数和浮点数，并将其转换为整数后输出。（  ）,,text,medium,A,答案A正确。语句 `cin >> N; cout << int(float(N))` 中，`cin >> N` 可以接收用户输入的正负整数或浮点数并存储到 float 类型变量 N 中；随后 `float(N)` 实际上是冗余但合法的类型转换，而 `int(float(N))` 会将其强制转换为整数，即截断小数部分，只保留整数部分。因此，无论输入的是整数还是浮点数，最终都会被正确转换为整数输出，符合题目描述。,A: 正确 (错误0次); B: 错误 (错误328次),A: 正确; B: 错误,A,正确,0,B,错误,328,,,0,,,0,328,752,424,43.62,56.38,17,B,B,错误,328
1,1359,下面的C++代码用于求1~N之间所有奇数之和，其中N为正整数，如果N为奇数，则求和时包括N。有关描述错误的是（    ）。,"int N;
cout << ""请输入正整数："";
cin >> N;

int i = 1, Sum = 0;

while (i <= N){
    if (i % 2 == 1)
        Sum += i;
    i += 1;
}

cout << i << "" "" << Sum;",code,hard,C,C选项错误的原因是：将`i += 1`移到`if`语句之前，会导致每次循环先自增i，再判断条件并累加。此时i在判断前已改变，例如初始i=1，进入循环后立即变为2，再执行判断时使用的是改变后的值，导致奇数判断和累加基于错误的i值，从而可能跳过或错误处理某些数字，破坏了求和逻辑。因此无法正确实现题目要求的功能。其他选项中，A、B输出结果正确，D通过步长为2直接遍历奇数，也能正确求和。,A: 执行代码时如果输入10，则最后一行输出将是11 25 (错误61次); B: 执行代码时如果输入5，则最后一行输出将是6 9 (错误159次); C: 将i += 1移到if (i % 2 == 1)前一行，同样能实现题目要求 (错误0次); D: 删除if (i % 2 == 1)，并将i += 1改为i += 2，同样可以实现题目要求 (错误105次),A: 执行代码时如果输入10，则最后一行输出将是11 25; B: 执行代码时如果输入5，则最后一行输出将是6 9; C: 将i += 1移到if (i % 2 == 1)前一行，同样能实现题目要求; D: 删除if (i % 2 == 1)，并将i += 1改为i += 2，同样可以实现题目要求,A,执行代码时如果输入10，则最后一行输出将是11 25,61,B,执行代码时如果输入5，则最后一行输出将是6 9,159,C,将i += 1移到if (i % 2 == 1)前一行，同样能实现题目要求,0,D,删除if (i % 2 == 1)，并将i += 1改为i += 2，同样可以实现题目要求,105,325,773,448,42.04,57.96,18,B,B,执行代码时如果输入5，则最后一行输出将是6 9,159
1,1207,下面的C++代码执行后输出是（ ）。,"int N = 0, i;
for (i = -100; i < 100; i++)
    N += i % 10;
cout << N;",code,hard,C,i从-100到99，i%10在正负范围内对称分布，每10个数的余数之和为0，整体累加结果为0。,A: 900 (错误81次); B: 100 (错误136次); C: 0 (错误0次); D: -100 (错误106次),A: 900; B: 100; C: 0; D: -100,A,900,81,B,100,136,C,0,0,D,-100,106,323,823,500,39.25,60.75,19,B,B,100,136
1,1361,执行下面C++代码后输出的cnt的值是（   ）。,"int cnt = 0;

for(int i = 0; i * i < 64; i += 2)
    cnt++;
cout << cnt;",code,medium,C,"i从0开始，每次加2，直到i*i >= 64。i取值：0,2,4,6 → i*i分别为0,4,16,36，均小于64；下一个i=8，i*i=64不小于64，循环结束。共执行4次，cnt=4。",A: 8 (错误153次); B: 7 (错误137次); C: 4 (错误0次); D: 1 (错误25次),A: 8; B: 7; C: 4; D: 1,A,8,153,B,7,137,C,4,0,D,1,25,315,773,458,40.75,59.25,20,A,A,8,153
1,1220,下面的C++代码执行后将输出 45。（  ）,"int n, i;
n = i = 0;
while (i < 10){
    i += 1;
    n += i;
}
cout << n;",code,medium,B,代码执行时，i 从 0 开始，每次循环先自增 1，再将 i 的值加到 n 上。循环共执行 10 次，i 依次变为 1 到 10，n 累加的是 1+2+...+10，结果为 55。因此程序输出 55，而不是 45。题干说输出 45 是错误的，故正确答案是 B。,A: 正确 (错误309次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,309,B,错误,0,,,0,,,0,309,823,514,37.55,62.45,21,A,A,正确,309
1,1217,下面C++代码执行后将输出 55。（  ）,"n = 0;
for (int i = 0; i > -10; i--)
    n = n + i * -1;
cout << n;",code,hard,B,i从0开始递减到-9共10次，每次加(-i)，即0+1+2+...+9=45，输出45而非55，故说法错误。,A: 正确 (错误301次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,301,B,错误,0,,,0,,,0,301,823,522,36.57,63.43,22,A,A,正确,301
1,1353,"对整型变量i，执行C++语句cin >> i, cout << i时如果输入5+2，下述说法正确的是（    ）。",,text,easy,B,cin >> i 只会读取第一个整数5，遇到'+'停止，因此输出为5。,A: 将输出整数7 (错误71次); B: 将输出5 (错误0次); C: 语句执行将报错，输入表达式不能作为输出的参数 (错误145次); D: 语句能执行，但输出内容不确定 (错误83次),A: 将输出整数7; B: 将输出5; C: 语句执行将报错，输入表达式不能作为输出的参数; D: 语句能执行，但输出内容不确定,A,将输出整数7,71,B,将输出5,0,C,语句执行将报错，输入表达式不能作为输出的参数,145,D,语句能执行，但输出内容不确定,83,299,721,422,41.47,58.53,23,C,C,语句执行将报错，输入表达式不能作为输出的参数,145
1,1358,下面C++代码用于判断N是否为质数（只能被1和它本身整除的正整数）。程序执行后，下面有关描述正确的是（    ）。,"int N;
cout << ""请输入整数："";
cin >> N;

bool Flag = false;

if (N >= 2){
    Flag = true;
    for (int i = 2; i < N; i++)
        if (N % i == 0){
            Flag = false;
            break;
        }
}

if (Flag)
    cout << ""是质数"";
else
    cout << ""不是质数"";",code,medium,C,当输入2时，满足N>=2，Flag=true；但由于i从2开始且i<N不成立（2<2为假），循环体未执行，直接输出“是质数”，这是正确的。,A: 如果输入负整数，可能输出“是质数” (错误58次); B: 如果输入2，将输出“不是质数”，因为此时循环不起作用 (错误135次); C: 如果输入2，将输出“是质数”，即便此时循环体没有被执行 (错误0次); D: 如果将if (N >= 2)改为if (N > 2)将能正确判断N是否质数 (错误94次),A: 如果输入负整数，可能输出“是质数”; B: 如果输入2，将输出“不是质数”，因为此时循环不起作用; C: 如果输入2，将输出“是质数”，即便此时循环体没有被执行; D: 如果将if (N >= 2)改为if (N > 2)将能正确判断N是否质数,A,如果输入负整数，可能输出“是质数”,58,B,如果输入2，将输出“不是质数”，因为此时循环不起作用,135,C,如果输入2，将输出“是质数”，即便此时循环体没有被执行,0,D,如果将if (N >= 2)改为if (N > 2)将能正确判断N是否质数,94,287,773,486,37.13,62.87,24,B,B,如果输入2，将输出“不是质数”，因为此时循环不起作用,135
1,1356,下面C++代码执行时输入10后，正确的输出是（    ）。,"int N;
cout << ""请输入正整数："";
cin >> N;
if (N % 3)
    printf(""第5行代码%2d"", N % 3);
else
    printf(""第6行代码%2d"", N % 3);",code,medium,C,"输入10，N%3=1≠0，进入if分支，打印""第5行代码%2d""，其中%2d表示右对齐占两位，输出空格+1，即"" 1""，因此整体输出为""第5行代码 1""。",A: 第5行代码1 (错误88次); B: 第6行代码1 (错误114次); C: 第5行代码 1 (错误0次); D: 第6行代码 1 (错误79次),A: 第5行代码1; B: 第6行代码1; C: 第5行代码 1; D: 第6行代码 1,A,第5行代码1,88,B,第6行代码1,114,C,第5行代码 1,0,D,第6行代码 1,79,281,721,440,38.97,61.03,25,B,B,第6行代码1,114
1,1222,下面C++代码执行时将导致无限循环（也称死循环）。（  ）,"int count = 0;
while (count < 5){
    count += 1;
    if (count == 3)
        continue;
    cout << count << ' ';
}",code,medium,B,count从1到5正常递增，最终会退出循环，不会死循环。continue只是跳过输出3，不影响计数。,A: 正确 (错误280次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,280,B,错误,0,,,0,,,0,280,823,543,34.02,65.98,26,A,A,正确,280
1,1355,表达式9/4 - 6 % (6 - 2) * 10的值是(  )。,,text,medium,B,计算顺序：9/4=2（整除），6-2=4，6%4=2，2*10=20，最后2-20=-18。,A: -17.75 (错误65次); B: -18 (错误0次); C: -14 (错误134次); D: -12.75 (错误76次),A: -17.75; B: -18; C: -14; D: -12.75,A,-17.75,65,B,-18,0,C,-14,134,D,-12.75,76,275,752,477,36.57,63.43,28,C,C,-14,134
1,991,"int类型变量a的值是一个正方形的边长，正方形的四条边长都为4，则下列哪个语句执行后能够使得正方形的周长（四条边长的和）增加4？（ ）。

","+ + + + +
+     +
+     +
+     +
+ + + + +",text,medium,D,正方形周长为4*a。若要使周长增加4，则新的周长为4*(a+1)，即边长增加1。因此需要将a加1，唯一实现此操作的是++a。,A: a*4; (错误104次); B: a+4; (错误94次); C: a+1; (错误77次); D: ++a; (错误0次),A: a*4;; B: a+4;; C: a+1;; D: ++a;,A,a*4;,104,B,a+4;,94,C,a+1;,77,D,++a;,0,275,414,139,66.43,33.57,27,A,A,a*4;,104
1,1200,小杨这学期刚开学就选修了一门编程课，然后就想编写程序来计算1到10001之间的所有偶数的和。他希望程序采用简单累加整数的方法，同时希望源程序尽可能清晰、简洁，则下面关于实现累加时采用的主要控制结构的哪个说法最不合适（  ）。,,text,easy,C,仅使用顺序结构无法完成重复累加任务，必须使用循环结构。因此选项C是最不合适的。,A: 使用循环结构 (错误56次); B: 使用循环和分支的组合 (错误118次); C: 仅使用顺序结构 (错误0次); D: 不使用分支结构 (错误96次),A: 使用循环结构; B: 使用循环和分支的组合; C: 仅使用顺序结构; D: 不使用分支结构,A,使用循环结构,56,B,使用循环和分支的组合,118,C,仅使用顺序结构,0,D,不使用分支结构,96,270,823,553,32.81,67.19,29,B,B,使用循环和分支的组合,118
1,986,下面C++代码执行后输出是（ ）。,"int N = 0, i;
for (i = 1; i < 10; i++)
    N += 1;
cout << (N + i);",code,medium,C,循环从i=1到i<10共执行9次，每次N加1，最终N=9；循环结束后i=10，所以输出N+i=9+10=19。,A: 54 (错误116次); B: 20 (错误89次); C: 19 (错误0次); D: 18 (错误63次),A: 54; B: 20; C: 19; D: 18,A,54,116,B,20,89,C,19,0,D,18,63,268,435,167,61.61,38.39,30,A,A,54,116
1,1371,在C++中有整型变量N，则表达式N += 8/4//2相当于N += 8/(4/2)。（  ）,,text,hard,B,8/4//2 中 // 是单行注释开始，其后内容被视为注释，导致语法错误。而8/(4/2)=8/2=4。两者完全不同。,A: 正确 (错误262次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,262,B,错误,0,,,0,,,0,262,752,490,34.84,65.16,32,A,A,正确,262
1,1370,在C++代码中，不可以将变量命名为printf，因为printf是C++语言的关键字。（  ）,,text,medium,B,printf并不是C++语言的关键字，而是C标准库中的一个函数名（定义在cstdio头文件中）。C++允许将变量命名为printf，尽管这会与库函数同名并可能引起混淆或命名冲突，但并不会违反语法规定。因此，认为“不能将变量命名为printf是因为它是关键字”的说法是错误的。,A: 正确 (错误257次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,257,B,错误,0,,,5,,,0,262,721,459,36.34,63.66,31,A,A,正确,257
1,1201,下面的C++代码用于输入姓名，然后输出姓名，正确的说法是(  )。,"string XingMing;
cout << ""请输入您的姓名："";
cin >> XingMing;
cout << XingMing;",code,easy,C,变量名可以使用拼音，但不能包含空格或连字符。C选项将XingMing改为全小写是合法且推荐的做法。,A: XingMing 是汉语拼音，不能作为变量名称 (错误96次); B: 可以将 XingMing 改为 Xing Ming (错误110次); C: 可以将 XingMing 改为 xingming (错误0次); D: 可以将 XingMing 改为 Xing-Ming (错误55次),A: XingMing 是汉语拼音，不能作为变量名称; B: 可以将 XingMing 改为 Xing Ming; C: 可以将 XingMing 改为 xingming; D: 可以将 XingMing 改为 Xing-Ming,A,XingMing 是汉语拼音，不能作为变量名称,96,B,可以将 XingMing 改为 Xing Ming,110,C,可以将 XingMing 改为 xingming,0,D,可以将 XingMing 改为 Xing-Ming,55,261,823,562,31.71,68.29,33,B,B,可以将 XingMing 改为 Xing Ming,110
1,1354,下面C++代码执行后的输出是（ ）。,"float a;
a = 101.101;
a = 101;
printf(""a+1={%.0f}"", a + 1);",code,easy,C,a被赋值为101（浮点数），a+1=102，%.0f输出不带小数位，结果为a+1={102}。,A: 102={102} (错误32次); B: a+1={a+1} (错误91次); C: a+1={102} (错误0次); D: a先被赋值为浮点数，后被赋值为整数，执行将报错 (错误134次),A: 102={102}; B: a+1={a+1}; C: a+1={102}; D: a先被赋值为浮点数，后被赋值为整数，执行将报错,A,102={102},32,B,a+1={a+1},91,C,a+1={102},0,D,a先被赋值为浮点数，后被赋值为整数，执行将报错,134,257,721,464,35.64,64.36,34,D,D,a先被赋值为浮点数，后被赋值为整数，执行将报错,134
1,1199,人工智能现在非常火，小杨就想多了解一下，其中就经常听人提到“大模型”。那么请问这里说的“大模型”最贴切是指 (   )。,,text,easy,D,“大模型”在人工智能领域通常指参数规模巨大、训练数据庞大的语言模型，能够理解和生成自然语言。选项D“大语言模型”准确描述了这一概念，是当前AI技术中“大模型”最贴切的含义。其他选项或过于宽泛，或偏离技术实际，无法精准对应“大模型”的普遍用法。,A: 大电脑模型 (错误33次); B: 大规模智能 (错误133次); C: 智能的单位 (错误89次); D: 大语言模型 (错误0次),A: 大电脑模型; B: 大规模智能; C: 智能的单位; D: 大语言模型,A,大电脑模型,33,B,大规模智能,133,C,智能的单位,89,D,大语言模型,0,255,823,568,30.98,69.02,35,B,B,大规模智能,133
1,1203,C++表达式3 * 4 % 5 / 6的值是(  )。,,text,easy,D,运算优先级：先乘除模，从左到右。3*4=12，12%5=2，2/6=0（整数除法）。最终结果为0。,A: 10 (错误42次); B: 5 (错误78次); C: 2 (错误129次); D: 0 (错误0次),A: 10; B: 5; C: 2; D: 0,A,10,42,B,5,78,C,2,129,D,0,0,249,823,574,30.26,69.74,36,C,C,2,129
1,1350,C++表达式3 - 3 * 3 / 5的值是(  )。,,text,easy,D,根据运算优先级，先算乘除后加减：3 * 3 = 9，9 / 5 = 1（整数除法），然后3 - 1 = 2。,A: -1.2 (错误42次); B: 1 (错误129次); C: 0 (错误73次); D: 2 (错误0次),A: -1.2; B: 1; C: 0; D: 2,A,-1.2,42,B,1,129,C,0,73,D,2,0,244,752,508,32.45,67.55,37,B,B,1,129
1,1402,下⾯C++代码执⾏后的输出是（ ）。,"int a = 1;
cout << ""a+1= "" << a+1 << endl;",code,easy,A,"a的值为1，a+1等于2，输出包含空格：""a+1= 2""。",A: a+1= 2 (错误0次); B: a+1=2 (错误184次); C: 2=2 (错误19次); D: 2= 2 (错误39次),A: a+1= 2; B: a+1=2; C: 2=2; D: 2= 2,A,a+1= 2,0,B,a+1=2,184,C,2=2,19,D,2= 2,39,242,587,345,41.23,58.77,38,B,B,a+1=2,184
1,1365,"C++的整型变量N被赋值为10，则语句cout << N / 4 << ""->"" << N % 4 << ""->"" << N / 4.0执行后输出是2->2->2.0。 (   )",,text,easy,B,答案B正确，因为输出结果并非“2->2->2.0”。N / 4 是整数除法，结果为2；N % 4 余数为2，前两部分正确。但N / 4.0 是浮点除法，结果为2.5，输出为2.5而非2.0。因此整个输出是“2->2->2.5”，与题中所述不符，故原语句错误。,A: 正确 (错误238次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,238,B,错误,0,,,2,,,1,241,752,511,32.05,67.95,39,A,A,正确,238
1,1368,在C++中，break语句用于终止当前层次的循环，循环可以是for循环，也可以是while循环。（  ）,,text,easy,A,break语句的作用是立即退出当前所在的循环体，无论是for循环还是while循环，只要程序执行到break，就会终止该层循环的后续迭代，继续执行循环外的代码。题目描述准确反映了break语句的行为特征，因此选项A正确。,A: 正确 (错误0次); B: 错误 (错误239次),A: 正确; B: 错误,A,正确,0,B,错误,239,,,1,,,0,240,773,533,31.05,68.95,40,B,B,错误,239
1,1372,C++中定义变量int N，则表达式(!!N)的值也是N的值。 (   ),,text,medium,B,表达式(!!N)将变量N转换为逻辑布尔值。无论N为任何非零值，!!N的结果都为1；当N为0时，!!N的结果也为0。因此，!!N的值只能是0或1，而N本身可能为任意整数值。故(!!N)的值并不总是等于N的值，原命题错误，正确答案为B。,A: 正确 (错误238次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,238,B,错误,0,,,0,,,0,238,752,514,31.65,68.35,42,A,A,正确,238
